1,1,47.1911,1,20,0,0
1,1,10,1,20,0,-0.000950187
1,1,0,1,20,0,-0.0971918
1,1,20,1,20,0,0.00633297
1,1,30,1,20,0,-0.0266296
1,1,40,1,20,0,0.00860135
1,1,50,1,20,0,-0.0251624
1,1,60,1,20,0,0.0336841
1,1,70,1,20,0,0.0567731
1,1,80,1,20,0,0.012354
1,1,90,1,20,0,0.0945541
1,1,100,1,20,0,-0.0536431
1,1,47.0779,1,100,0,0
1,1,47.2012,1,100,0,0
1,1,46.8575,1,100,0,0
1,1,46.6315,1,100,0,2.80623
1,1,45.8375,1,100,0,0
1,1,46.0614,1,100,0,2.00547
1,1,45.9085,1,100,0,0
1,1,45.8675,1,100,0,0
1,1,45.8144,1,100,0,0
1,1,46.079,1,100,0,0
1,1,46.0519,1,100,0,0
1,1,48.8398,1,100,0,0
1,1,48.8732,1,100,0,0
1,1,48.8095,1,100,0,3.80891
1,1,48.6297,1,100,0,2.00623
1,1,48.5888,1,100,0,0
1,1,48.5288,1,100,0,0
1,1,48.5763,1,100,0,0
1,1,48.6105,1,100,0,2.80891
1,1,48.8667,1,100,0,0
1,1,49.7133,1,100,0,0
1,1,49.888,1,100,0,0
1,1,49.9406,1,100,0,2.80891
1,1,50.0576,1,100,0,0
1,1,50.074,1,100,0,0
1,1,50.7002,1,100,0,0
1,1,50.8132,1,100,0,0
1,1,50.921,1,100,0,2.00627
1,1,52.0324,1,100,0,0
1,1,52.4997,1,100,0,2.80897
1,1,52.5816,1,100,0,0
1,1,51.8005,1,100,0,0
1,1,51.7105,1,100,0,0
1,1,51.6706,1,100,0,2.00627
1,1,51.6003,1,100,0,0
1,1,51.1718,1,100,0,0
1,1,50.7877,1,100,0,0
1,1,50.0425,1,100,0,0
1,1,49.9558,1,100,0,0
1,1,49.9456,1,100,0,2.00891
1,1,49.8794,1,100,0,0
1,1,49.8215,1,100,0,0
1,1,42.229,1,100,0,2.00891
1,1,42.1852,1,100,0,0
1,1,42.2051,1,100,0,0
1,1,42.1697,1,100,0,2.80891
1,1,42.2748,1,100,0,0
1,1,42.1924,1,100,0,3.00891
1,1,42.1106,1,100,0,0
1,1,42.0319,1,100,0,0
1,1,42.0165,1,100,0,0
1,1,41.9805,1,100,0,2.00891
1,1,41.9371,1,100,0,2.80891
1,1,41.6666,1,100,0,0
1,1,41.636,1,100,0,3.00891
1,1,41.4891,1,100,0,0
1,1,41.422,1,100,0,2.80891
1,1,41.2596,1,100,0,0
1,1,41.2511,1,100,0,0
1,1,43.9721,1,100,0,0
1,1,46.0045,1,100,0,2.00623
1,1,0,1,100,0,-0.0573438
1,1,10,1,100,0,-0.0207137
1,1,20,1,100,0,-0.0225434
1,1,30,1,100,0,0.08544
1,1,40,1,100,0,0.0990062
1,1,50,1,100,0,-0.050517
1,1,60,1,100,0,0.0673579
1,1,70,1,100,0,0.0295027
1,1,80,1,100,0,-0.0721371
1,1,90,1,100,0,0.0460451
1,1,100,1,100,0,-0.0589915
1,1,45.7932,1,100,0,0
1,1,45.7476,1,100,0,0
1,1,44.698,1,100,0,0
1,1,44.6302,1,100,0,0
1,1,44.3872,1,100,0,0
1,1,44.1372,1,100,0,0
1,1,43.9239,1,100,0,0
1,1,43.5959,1,100,0,0
1,1,43.3772,1,100,0,0
1,1,43.0966,1,100,0,0
1,1,42.9927,1,100,0,2.00891
1,1,42.8849,1,100,0,0
1,1,42.594,1,100,0,0
1,1,42.3129,1,100,0,0
1,1,42.2509,1,100,0,0
1,1,42.1088,1,100,0,0
1,1,42.0468,1,100,0,0
1,1,41.8817,1,100,0,0
1,1,41.6044,1,100,0,2.00891
1,1,41.4009,1,100,0,0
1,1,41.3361,1,100,0,0
1,1,41.3313,1,100,0,0
1,1,41.3746,1,100,0,0
1,1,41.3604,1,100,0,0
1,1,41.443,1,100,0,0
1,1,41.4877,1,100,0,0
1,1,41.4242,1,100,0,0
1,1,41.3635,1,100,0,2.80891
1,1,41.3728,1,100,0,0
1,1,41.3015,1,100,0,0
1,1,41.2407,1,100,0,0
1,1,41.1834,1,100,0,0
1,1,41.2788,1,100,0,0
1,1,41.2221,1,100,0,0
1,1,41.2607,1,100,0,2.80891
1,1,41.3051,1,100,0,0
1,1,41.3476,1,100,0,0
1,1,41.3961,1,100,0,0
1,1,41.4852,1,100,0,0
1,1,41.5812,1,100,0,0
1,1,41.4587,1,100,0,0
